v0	895825	45	SUCCESS
v1	770860	43	SUCCESS
v2	759016	43	SUCCESS
v3	829153	44	SUCCESS
v4	989564	45	SUCCESS
v5	915163	45	SUCCESS
v6	786771	44	SUCCESS
v7	767699	43	SUCCESS
v8	766018	43	SUCCESS
v9	916140	45	SUCCESS
random	493062	40	SUCCESS
