Gates	Layers	Fcalls	E0	Overlap	Success
128180	25	6863	-4.331652200381844	0.07762008207749009	SUCCESS
131438	25	7370	-2.084933395115132	7.803356020463892e-05	SUCCESS
170738	26	8811	-3.5133880629591787	0.11212461907605087	SUCCESS
114180	24	6451	-4.229004700851808	0.036454179863050155	SUCCESS
160208	26	7901	-4.126385390775988	0.036827613874190805	SUCCESS
156300	26	8099	-4.825558829122987	0.0002470216424579234	SUCCESS
252942	27	11788	-4.582558640367476	0.07185133217047888	SUCCESS
168740	26	8709	-2.9804944122867134	0.00020352363139038843	SUCCESS
227136	27	10929	-3.857834892229953	0.013737235060836177	SUCCESS
89220	25	5161	-2.4920843855205383	0.05595042097052494	SUCCESS
96414	25	5382	-1.504917994878489	0.01944238514130858	SUCCESS
114840	26	6280	-1.7688257538759065	0.0027184887989932655	SUCCESS
130316	26	7071	-4.391883954792982	0.12061505647239323	SUCCESS
119172	26	6313	-1.1948345836932885	0.055638430238222555	SUCCESS
146134	26	8014	-1.2889630158087557	0.0035618863756907214	SUCCESS
168032	27	8355	-1.97919727294805	0.004481524686961604	SUCCESS
123180	26	6494	-5.4224823373038396	0.0015514592429868794	SUCCESS
214638	26	10346	-1.8731648636960412	0.03241727673867857	SUCCESS
98000	25	5558	-3.0834142240727647	0.020374314119616686	SUCCESS
128190	26	6858	-3.7249299201472224	0.1557328512059251	SUCCESS
153226	27	7791	-2.5739189439767514	0.006474377484113588	SUCCESS
190596	27	9788	-4.540732351745622	9.747994897494957e-05	SUCCESS
125536	26	6705	-1.7633743982307732	0.00031921262964935824	SUCCESS
130274	26	6966	-1.0631872248097907	0.06319469456774582	SUCCESS
95434	24	5751	-3.2450523151233983	0.07716159905316278	SUCCESS
173446	27	8894	-3.805428498995301	0.00045577135605129896	SUCCESS
238094	27	11875	-4.933574601762035	0.01948214484607781	SUCCESS
95092	25	5409	-1.3503340212785115	0.0006848709937438399	SUCCESS
103984	24	6019	-5.946822071068569	0.03140501290720068	SUCCESS
67434	22	4293	-4.792988076723601	0.03045775545102238	SUCCESS
238970	26	11961	-3.8759717682734225	0.03525140076020322	SUCCESS
72624	23	4390	-1.1972428237491675	0.024759625731387656	SUCCESS
190670	25	9968	-3.3759644188174502	1.7545257703547882e-05	SUCCESS
88760	25	4953	-2.4463870494580546	0.18315589445716213	SUCCESS
204294	28	9537	-2.627728160787746	0.0005997803358017931	SUCCESS
105862	26	5845	-4.949138519515088	0.017232337816628866	SUCCESS
151590	27	7526	-2.022417055129285	0.0018036935349436364	SUCCESS
87688	25	5031	-1.3856365119726983	0.009125637731167908	SUCCESS
129306	25	7015	1.3659320067801677	0.0028265692423452803	SUCCESS
137170	26	7280	-3.052657073168003	1.8176687089115184e-05	SUCCESS
150290	26	7769	-4.0240455092824154	0.10943708288130927	SUCCESS
124226	25	6632	-5.391650307508075	0.0021676234572166114	SUCCESS
195266	26	9991	-1.7373220446040791	0.0025606749469571535	SUCCESS
141436	26	7241	-3.560149068405494	0.011248577330748955	SUCCESS
82216	23	5068	-2.5599149978638502	0.00400166419588739	SUCCESS
146546	26	7984	-1.896026352229992	0.08710341733442098	SUCCESS
168698	25	8657	-6.439286438797177	0.05817372286850085	SUCCESS
175814	26	9233	-3.0325613109739606	0.011573570502547804	SUCCESS
103546	24	5682	-5.295855752142767	0.03383589817046241	SUCCESS
193244	26	9899	-1.7530718736800228	0.0003574991369545831	SUCCESS
