v0	2684	9	SUCCESS
v1	2754	9	SUCCESS
v2	2684	9	SUCCESS
v3	2754	9	SUCCESS
v4	2754	9	SUCCESS
v5	2580	9	SUCCESS
v6	2690	9	SUCCESS
v7	2428	9	SUCCESS
v8	2690	9	SUCCESS
v9	2754	9	SUCCESS
random	2981.08	479.4567275573483	8.94	0.31048349392520486	0
