v	Gates	Layers	Fcalls	E0	Overlap	Success
v0	40	2	25	0.5397999999999996	0.6483358807214923	SUCCESS
v1	136	3	61	3.25225	1.232595164407831e-32	SUCCESS
v2	136	3	61	3.25225	4.2382075750355615e-34	SUCCESS
v3	38	2	23	4.8900999999999994	0.1758320596392538	SUCCESS
v4	38	2	23	4.8900999999999994	0.17583205963925375	SUCCESS
