v0	220	FAILED
v1	611	CONVERGED
v2	220	FAILED
v3	611	CONVERGED
v4	224	FAILED
v5	611	CONVERGED
v6	65	FAILED
v7	611	CONVERGED
v8	65	FAILED
v9	224	FAILED
