v0	217	FAILED
v1	753	CONVERGED
v2	217	FAILED
v3	763	CONVERGED
v4	219	FAILED
v5	753	CONVERGED
v6	72	FAILED
v7	762	CONVERGED
v8	72	FAILED
v9	219	FAILED
