v0	931.1515151515151	154.0413406164609	41901.818181818184	6931.860327740713	1
v1	924.6	129.86346676413663	41607.0	5843.856004386145	0
v2	953.58	172.46687681986907	42911.1	7761.009456894135	0
v3	940.7	166.66670333332905	42331.5	7500.001649999818	0
v4	948.98	161.41412453685706	42704.1	7263.635604158571	0
v5	971.98	198.67047994103186	43739.1	8940.171597346443	0
v6	948.98	154.17275894268732	42704.1	6937.774152420938	0
v7	934.72	171.4856308849229	42062.4	7716.853389821513	0
v8	940.24	179.37876797436198	42310.8	8072.044558846269	0
v9	936.1	165.6479097362833	42124.5	7454.155938132768	0
random	967.38	170.318688346288	43532.1	7664.3409755829725	0
