Gates	Layers	Fcalls	E0	Overlap	Success
960216	48	27293	-15.543812975113786	8.758548878007476e-05	SUCCESS
796710	46	23868	-17.94476419615365	0.014276028646894546	SUCCESS
652918	44	21788	-19.43303579693121	0.00025154808427692266	SUCCESS
855956	44	27099	-16.477073768582763	0.0033704247937154075	SUCCESS
769126	45	23489	-18.372393870761716	0.027641525931411098	SUCCESS
708488	44	22908	-16.29533724590162	0.001280416409063473	SUCCESS
660584	44	21351	-16.81678212823586	0.013076498279292876	SUCCESS
832860	47	24749	-17.628360615014405	7.64233233602881e-06	SUCCESS
712038	43	23070	-18.66809298019417	0.005804405089443168	SUCCESS
813248	44	25636	-15.363412165256175	0.0076539312470555645	SUCCESS
722208	45	22514	-18.92182956293313	0.022520420761972967	SUCCESS
767776	45	24538	-17.702854136715743	0.015577958027437853	SUCCESS
766476	46	22727	-21.286298095967265	0.010484051837124052	SUCCESS
781088	46	24001	-14.727249177656057	0.0054001636280851	SUCCESS
832178	45	25251	-17.521057349392322	0.058872143906394676	SUCCESS
451004	42	15296	-18.585382397964157	0.012664124832653556	SUCCESS
785124	44	24529	-20.510770725492556	0.0790278115155538	SUCCESS
588522	43	19736	-17.292231205796888	0.0015912390705043918	SUCCESS
860656	46	25094	-18.122613740606827	0.02326153312027737	SUCCESS
619806	45	19674	-16.49997568433355	0.06534357935682321	SUCCESS
1035760	45	30592	-19.137949243311898	0.002632978711614437	SUCCESS
880654	46	26232	-17.05558441687161	0.011374508705461151	SUCCESS
779994	45	23585	-20.40326342622502	0.14004668514238283	SUCCESS
613488	45	19509	-18.054311445664695	0.02494789830968239	SUCCESS
972694	48	27371	-18.57208383258646	0.0788472370720562	SUCCESS
921840	46	27134	-19.66297215551367	0.010972940144321253	SUCCESS
813222	44	25289	-19.347602250382362	0.019318332972790953	SUCCESS
669786	43	21922	-17.15592023544999	0.006698236853101319	SUCCESS
686812	45	21321	-16.784718292731448	0.02272481097598789	SUCCESS
565784	44	18030	-20.436807007648707	0.06507115339521491	SUCCESS
751082	45	23212	-19.462681280607185	0.0003964214769336786	SUCCESS
659842	45	20640	-22.371146280977378	0.07755085335517783	SUCCESS
752284	45	22982	-17.730175044001893	0.036572495595396035	SUCCESS
738820	46	22451	-16.93348633562391	0.006111103062786027	SUCCESS
844308	46	24889	-21.23459348329422	0.030107820929349337	SUCCESS
612196	44	20245	-19.88504359220707	0.0014045555436078777	SUCCESS
709036	45	22008	-15.233902922854949	0.00362876487118709	SUCCESS
800328	47	23341	-20.80986427572727	0.001443859454936286	SUCCESS
678982	44	21230	-17.861728261119737	0.0008902823073156262	SUCCESS
681952	45	21325	-18.262569716347244	0.0001197397707741627	SUCCESS
662650	44	20554	-20.115208062477137	0.05837857711275764	SUCCESS
678594	45	21089	-20.067709289026634	0.02671483322860347	SUCCESS
799308	45	24128	-21.914952798880602	0.09101351318124756	SUCCESS
984306	45	29447	-18.72507065201573	0.008544873556133207	SUCCESS
1391858	47	39655	-16.333594974813348	0.000430298642775053	SUCCESS
855342	45	26300	-19.678524581303652	0.012051375701981537	SUCCESS
627212	45	19691	-17.949926612693478	0.03942835234520143	SUCCESS
772958	44	23597	-19.534225449154757	0.016167927362124013	SUCCESS
886320	46	26568	-17.29752779150435	0.08193461829634623	SUCCESS
942620	47	27110	-18.885842565030906	0.043400498546255724	SUCCESS
