v0	356824	39	SUCCESS
v1	540012	44	SUCCESS
v2	507800	46	SUCCESS
v3	499140	44	SUCCESS
v4	469232	43	SUCCESS
v5	500756	43	SUCCESS
v6	643940	44	SUCCESS
v7	639984	44	SUCCESS
v8	488150	42	SUCCESS
v9	477362	42	SUCCESS
random	732360.6	126636.159287464	44.9	1.4177446878758595	0
