0 0 0.6671449999999997
0 1 -0.0091650000000001
0 2 0.7982485491795480
0 3 -1.0522650000000002
0 4 -1.9009985491795480
0 5 -0.9007550000000002
0 6 -0.7982485491795480
0 7 -1.3652289845057246
0 8 1.9009985491795480
0 9 2.3986297010721493
1 0 -0.0091650000000001
1 1 -0.7480950000000002
1 2 -1.0012495163931827
1 3 -2.3159950000000000
1 4 -0.1015004836068173
1 5 -1.0522650000000002
1 6 1.0012495163931827
1 7 1.7096958900278663
1 8 0.1015004836068173
1 9 -2.0541627955500079
2 0 0.7982485491795480
2 1 -1.0012495163931827
2 2 1.1402749999999990
2 3 0.1015004836068173
2 4 0.0770250000000002
2 5 1.9009985491795480
2 6 1.0789250000000006
2 7 0.4921463197058372
2 8 -2.6208250000000004
2 9 0.4921463197058372
3 0 -1.0522650000000002
3 1 -2.3159950000000000
3 2 0.1015004836068173
3 3 -0.7480950000000002
3 4 1.0012495163931827
3 5 -0.0091650000000003
3 6 -0.1015004836068173
3 7 -2.0541627955500079
3 8 -1.0012495163931827
3 9 1.7096958900278663
4 0 -1.9009985491795480
4 1 -0.1015004836068173
4 2 0.0770250000000002
4 3 1.0012495163931827
4 4 1.1402749999999990
4 5 -0.7982485491795480
4 6 -2.6208250000000004
4 7 -0.4921463197058372
4 8 1.0789250000000006
4 9 -0.4921463197058372
5 0 -0.9007550000000002
5 1 -1.0522650000000002
5 2 1.9009985491795480
5 3 -0.0091650000000003
5 4 -0.7982485491795480
5 5 0.6671449999999997
5 6 -1.9009985491795480
5 7 2.3986297010721493
5 8 0.7982485491795480
5 9 -1.3652289845057246
6 0 -0.7982485491795480
6 1 1.0012495163931827
6 2 1.0789250000000006
6 3 -0.1015004836068173
6 4 -2.6208250000000004
6 5 -1.9009985491795480
6 6 1.1402749999999990
6 7 -0.4921463197058372
6 8 0.0770250000000002
6 9 -0.4921463197058372
7 0 -1.3652289845057246
7 1 1.7096958900278663
7 2 0.4921463197058372
7 3 -2.0541627955500079
7 4 -0.4921463197058372
7 5 2.3986297010721493
7 6 -0.4921463197058372
7 7 2.5814499999999994
7 8 0.4921463197058372
7 9 -2.2982500000000003
8 0 1.9009985491795480
8 1 0.1015004836068173
8 2 -2.6208250000000004
8 3 -1.0012495163931827
8 4 1.0789250000000006
8 5 0.7982485491795480
8 6 0.0770250000000002
8 7 0.4921463197058372
8 8 1.1402749999999990
8 9 0.4921463197058372
9 0 2.3986297010721493
9 1 -2.0541627955500079
9 2 0.4921463197058372
9 3 1.7096958900278663
9 4 -0.4921463197058372
9 5 -1.3652289845057246
9 6 -0.4921463197058372
9 7 -2.2982500000000003
9 8 0.4921463197058372
9 9 2.5814499999999994
