Gates	Layers	Fcalls	E0	Overlap	Success
3018	9	492	-6.901030927086001	0.06377407895353994	SUCCESS
2820	9	454	-8.555525206439675	0.24298943879147322	SUCCESS
3026	9	483	-8.843772274292718	0.007162997593616718	SUCCESS
3222	9	519	-9.210730379229162	0.023445240431186093	SUCCESS
3124	9	502	-8.24316390081383	3.526455875360643e-05	SUCCESS
2882	9	465	-6.962256430495888	0.07734333684541546	SUCCESS
2020	8	363	-12.825663614787087	0.19720204955744122	SUCCESS
3536	9	562	-9.978562916985597	0.005883602779338449	SUCCESS
3178	9	498	-12.36710881258544	0.011619601704930278	SUCCESS
2094	8	365	-10.660857391781475	0.2712485362038064	SUCCESS
2024	8	377	-12.74695987472548	0.24107051198602747	SUCCESS
2710	9	438	-9.71024310116619	0.007538736996868054	SUCCESS
3304	9	509	-7.8312562173678035	0.036253453315465936	SUCCESS
3666	9	528	-14.030805826124354	0.01825222688957073	SUCCESS
3024	9	490	-11.08414437885953	0.12431753681608204	SUCCESS
4576	10	713	-1.8665177207028212	0.0016564445056367655	SUCCESS
3048	9	491	-9.202033822242566	0.03859766373980213	SUCCESS
4676	9	714	-11.352671968439655	0.004242695496291923	SUCCESS
3146	9	495	-11.345342455130334	0.0025661981045035477	SUCCESS
2816	9	453	-7.588743888254534	0.055862035648696226	SUCCESS
3084	9	478	-10.027392444800865	0.011609944195371733	SUCCESS
2928	9	472	-10.233392234494538	0.0358389855542597	SUCCESS
2214	8	405	-6.522348667052762	0.10522094790216664	SUCCESS
3088	9	488	-10.394485880328562	0.08412241389896738	SUCCESS
2898	9	468	-9.369107552644408	0.00022052190836213548	SUCCESS
2468	9	404	-10.523049018647455	0.16558500464485978	SUCCESS
3028	9	480	-10.377362962917156	0.017570931433349944	SUCCESS
3036	9	488	-4.991778322263932	0.01655331014807245	SUCCESS
2832	9	446	-8.325583568996343	0.0024409842480832313	SUCCESS
2024	8	360	-10.845112285821177	0.18902879352587731	SUCCESS
2888	9	451	-9.406747046707894	0.34558835778912184	SUCCESS
2764	9	455	-10.16033578688353	8.82918842590713e-06	SUCCESS
3138	9	493	-12.40822696741665	0.015238245523735082	SUCCESS
2812	9	450	-10.757464252789225	0.09484669226717507	SUCCESS
1302	7	267	-11.109335734482293	0.10225746623999434	SUCCESS
2838	9	448	-11.491808942543006	0.15154673003874122	SUCCESS
2974	9	465	-13.371189511162052	0.11410666751901355	SUCCESS
1822	8	343	-9.99688296011757	0.004637114865378641	SUCCESS
2508	9	423	-9.95543965905331	0.029797394605501064	SUCCESS
2598	9	419	-11.753577673620324	0.003959965978340888	SUCCESS
2878	9	458	-10.520919562845158	0.06946636889646803	SUCCESS
2054	8	374	-11.271485870033317	0.00021957344212713358	SUCCESS
2602	9	425	-13.302343733225264	0.35928843898188817	SUCCESS
2130	8	376	-11.427315482994048	0.02214467575198614	SUCCESS
3380	9	552	-12.053746590485318	0.01260021627581129	SUCCESS
2894	9	475	-8.476026361576611	0.10745151281592454	SUCCESS
2746	9	435	-9.822089474425349	0.2035283070172831	SUCCESS
3186	9	503	-8.967879917140435	0.12115290918275164	SUCCESS
2706	9	437	-12.926957543328863	0.12724251738073244	SUCCESS
3152	9	504	-10.146807214389689	0.02953142328134276	SUCCESS
