v0	726	6	FAIL	E0=2.5814499999999994	overlapp=0.0040807196792423854
v1	2844	9	SUCCESS	E0=1.140274999999999	overlapp=0.16834938481015638
v2	726	6	FAIL	E0=2.5814499999999994	overlapp=0.004080719679242381
v3	2844	9	SUCCESS	E0=1.140274999999999	overlapp=0.1683493848101565
v4	728	6	FAIL	E0=0.6671449999999997	overlapp=0.14329845963039978
v5	2844	9	SUCCESS	E0=1.140274999999999	overlapp=0.16834938481015652
v6	118	4	FAIL	E0=-0.7480950000000002	overlapp=0.01592205107004444
v7	2844	9	SUCCESS	E0=1.140274999999999	overlapp=0.1683493848101565
v8	118	4	FAIL	E0=-0.7480950000000002	overlapp=0.01592205107004441
v9	728	6	FAIL	E0=0.6671449999999997	overlapp=0.14329845963039956
