v0	826.0	282.7083302628347	40474.0	13852.7081828789	0
v1	831.0	247.9697562203907	40719.0	12150.518054799146	0
v2	762.0	203.11573055772908	37338.0	9952.670797328725	0
v3	848.0	234.72537144501445	41552.0	11501.543200805707	0
v4	869.0	253.74987684726077	42581.0	12433.743965515778	0
v5	918.0	229.5125268912353	44982.0	11246.113817670528	0
v6	873.0	276.08150970320344	42777.0	13527.993975456968	0
v7	865.0	249.84995497297973	42385.0	12242.647793676007	0
v8	900.0	270.1851217221259	44100.0	13239.07096438417	0
v9	873.0	294.65403442002963	42777.0	14438.04768658145	0
random	811.0	247.44494337124775	39739.0	12124.802225191139	0
