51
0, (0, 1, 2, 3, 6, 7, 8, 9)
1, (0, 1, 2, 3, 6, 7, 9, 11)
2, (0, 1, 2, 3, 6, 8, 9, 10)
3, (0, 1, 2, 3, 6, 9, 10, 11)
4, (0, 1, 2, 3, 7, 8, 10, 11)
5, (0, 1, 2, 4, 7, 8, 9, 11)
6, (0, 1, 2, 4, 8, 9, 10, 11)
7, (0, 1, 2, 5, 6, 8, 9, 11)
8, (0, 1, 2, 5, 7, 8, 9, 10)
9, (0, 1, 2, 5, 7, 9, 10, 11)
10, (0, 1, 3, 4, 6, 8, 9, 11)
11, (0, 1, 3, 4, 7, 8, 9, 10)
12, (0, 1, 3, 4, 7, 9, 10, 11)
13, (0, 1, 3, 5, 6, 7, 8, 9)
14, (0, 1, 3, 5, 6, 7, 9, 11)
15, (0, 1, 3, 5, 6, 8, 9, 10)
16, (0, 1, 3, 5, 6, 9, 10, 11)
17, (0, 1, 3, 5, 7, 8, 10, 11)
18, (0, 1, 4, 5, 7, 8, 9, 11)
19, (0, 1, 4, 5, 8, 9, 10, 11)
20, (0, 2, 3, 4, 6, 7, 8, 9)
21, (0, 2, 3, 4, 6, 7, 9, 11)
22, (0, 2, 3, 4, 6, 8, 9, 10)
23, (0, 2, 3, 4, 6, 9, 10, 11)
24, (0, 2, 3, 4, 7, 8, 10, 11)
25, (0, 2, 3, 5, 6, 7, 8, 11)
26, (0, 2, 3, 5, 6, 7, 9, 10)
27, (0, 2, 3, 5, 6, 8, 10, 11)
28, (0, 2, 4, 5, 6, 8, 9, 11)
29, (0, 2, 4, 5, 7, 8, 9, 10)
30, (0, 2, 4, 5, 7, 9, 10, 11)
31, (0, 3, 4, 5, 6, 7, 8, 9)
32, (0, 3, 4, 5, 6, 7, 9, 11)
33, (0, 3, 4, 5, 6, 8, 9, 10)
34, (0, 3, 4, 5, 6, 9, 10, 11)
35, (0, 3, 4, 5, 7, 8, 10, 11)
36, (1, 2, 3, 4, 6, 7, 8, 11)
37, (1, 2, 3, 4, 6, 7, 9, 10)
38, (1, 2, 3, 4, 6, 8, 10, 11)
39, (1, 2, 3, 5, 6, 7, 8, 10)
40, (1, 2, 3, 5, 6, 7, 10, 11)
41, (1, 2, 4, 5, 6, 7, 8, 9)
42, (1, 2, 4, 5, 6, 7, 9, 11)
43, (1, 2, 4, 5, 6, 8, 9, 10)
44, (1, 2, 4, 5, 6, 9, 10, 11)
45, (1, 2, 4, 5, 7, 8, 10, 11)
46, (1, 3, 4, 5, 6, 7, 8, 11)
47, (1, 3, 4, 5, 6, 7, 9, 10)
48, (1, 3, 4, 5, 6, 8, 10, 11)
49, (2, 3, 4, 5, 6, 7, 8, 10)
50, (2, 3, 4, 5, 6, 7, 10, 11)
