v0	3354.0	833.6234161778326	432666.0	107537.42068694042	0
v1	3341.0	986.7162712755882	430989.0	127286.39899455087	0
v2	3315.0	732.2820494863984	427635.0	94464.38438374539	0
v3	3286.4	655.1999999999994	423945.6	84520.80000000009	0
v4	3304.6	751.34601882222	426293.4	96923.63642806625	0
v5	3302.0	774.7825501390697	425958.0	99946.94896793998	0
v6	3369.6	853.5923148669978	434678.4	110113.4086178426	0
v7	3460.6	803.8542405187651	446417.4	103697.19702692059	0
v8	3231.8	679.4959602528907	416902.2	87654.9788726231	0
v9	3312.4	724.3881832277499	427299.6	93446.07563637987	0
v10	3281.2	836.6830702243236	423274.8	107932.11605893781	0
v11	3291.6	692.5181874867991	424616.4	89334.84618579682	0
v12	3234.4	700.8627825758754	417237.6	90411.29895228815	0
v13	3117.4	556.7218695183442	402144.6	71817.12116786656	0
v14	3338.4	757.7740032489894	430653.6	97752.84641911973	0
v15	3203.2	593.8937278672015	413212.8	76612.29089486884	0
v16	3281.2	641.9209920231621	423274.8	82807.80797098798	0
v17	3200.6	842.8532731146037	412877.4	108728.07223178378	0
v18	3270.8	779.2890092898779	421933.2	100528.2821983942	0
v19	3374.8	673.9769729004092	435349.2	86943.0295041528	0
v20	3195.4	789.5143063934939	412206.6	101847.3455247609	0
v21	3400.8	746.5034226311353	438703.2	96298.9415194164	0
v22	3460.6	732.1158651470412	446417.4	94442.94660396822	0
v23	3419.0	714.5271163503874	441051.0	92173.99800919998	0
v24	3263.0	692.4254472504604	420927.0	89322.88269530938	0
v25	3208.4	775.8462734330813	413883.6	100084.16927286757	0
v26	3179.8	714.0349851372823	410194.2	92110.51308270943	0
v27	3052.4	522.7487350534674	393759.6	67434.58682189746	0
random	3512.6	749.2738084305364	453125.4	96656.321287539	0
