Gates	Layers	Fcalls	E0	Overlap	Success
292	4	102	6.830668867042213	0.00048548592203575896	SUCCESS
656	5	184	3.6720214427756392	0.03292622355449699	SUCCESS
300	4	101	5.382097779914489	0.05473217051714115	SUCCESS
342	4	114	4.482038740467305	0.0033027230463376833	SUCCESS
576	5	162	3.129983962131818	0.03047285340816866	SUCCESS
208	4	78	1.7474191169927054	0.25850891606356696	SUCCESS
256	4	89	1.9650207291265043	0.09742645065881894	SUCCESS
320	4	107	2.2553596240943445	0.1163300824096439	SUCCESS
222	4	85	8.27644720483946	0.0003336278345997714	SUCCESS
358	4	119	2.4407419189288313	0.3342253348486088	SUCCESS
236	4	91	5.45772308807218	0.052523547338201144	SUCCESS
554	5	157	5.936913639262744	0.03776400135257039	SUCCESS
464	4	150	1.1799351063820276	0.260855644085533	SUCCESS
460	5	142	1.920767360044028	0.07408810852703449	SUCCESS
308	4	103	3.599471279980783	0.22936250607067263	SUCCESS
198	4	72	1.680427556518887	0.39476635697103135	SUCCESS
330	4	111	1.6421316250049707	0.4255513502822934	SUCCESS
236	4	84	2.58141945546797	0.00748346316190446	SUCCESS
294	4	97	0.9306890015059742	0.4966683750643406	SUCCESS
348	4	115	4.3329981580080705	0.061833384320937185	SUCCESS
320	4	107	2.099038614522726	0.24758265464828175	SUCCESS
250	4	86	3.39878092943064	0.3011663232935983	SUCCESS
592	5	169	5.530852194623573	0.00023435463588108313	SUCCESS
226	4	84	5.893685103670317	0.004701021055648623	SUCCESS
836	5	252	4.737829237006625	0.006381938507924808	SUCCESS
218	4	77	0.9099930934797484	0.2991285498267648	SUCCESS
260	4	88	3.9886995203267364	0.2807574520337423	SUCCESS
230	4	81	1.2707975539040508	0.37974873200108317	SUCCESS
302	4	100	1.031960939852482	0.23823103846830143	SUCCESS
264	4	92	5.06312913249624	0.21551589326224116	SUCCESS
256	4	89	2.8883793780015696	0.24758480470542335	SUCCESS
260	4	96	4.986881779751438	0.0014427153650429477	SUCCESS
262	4	90	1.3861102685802535	0.440803805462502	SUCCESS
306	4	101	4.61342119026462	0.09829104012491251	SUCCESS
278	4	96	2.142788501239475	0.26601101485968276	SUCCESS
270	4	91	2.2284257772213554	0.24351618428168523	SUCCESS
272	4	93	3.811143028744628	0.09569475391241794	SUCCESS
380	4	132	5.652608184970302	0.001342611178190687	SUCCESS
226	4	81	3.697410167818988	0.25569095401491954	SUCCESS
398	4	134	5.530515757870221	0.04528841473164699	SUCCESS
254	4	90	3.854639224729386	0.07565902728084903	SUCCESS
260	4	88	0.2255638361363369	0.22846462065583498	SUCCESS
250	4	86	1.8546984210508657	0.17186575757645714	SUCCESS
236	4	84	0.9010909314977288	0.09659481849807458	SUCCESS
230	4	81	2.5405705782533805	0.27746508732568687	SUCCESS
222	4	84	2.364555916100028	0.08019044549230138	SUCCESS
236	4	84	3.4707671247891447	0.27970207903276384	SUCCESS
238	4	89	4.6462716231155206	0.02211183947862178	SUCCESS
292	4	101	2.8216912229943154	0.18123486794761343	SUCCESS
316	4	105	4.210731513116635	0.0340258451156429	SUCCESS
