v	Gates	Layers	Fcalls	E0	Overlap	Success
v0	40	2	25	1.5679	0.3446544875871391	SUCCESS
v1	40	2	25	1.5679	0.3446544875871394	SUCCESS
v2	108	3	50	3.7611	5.220710270732417e-34	SUCCESS
v3	108	3	50	3.7611	5.220710270732417e-34	SUCCESS
v4	38	2	23	4.8797	0.31069102482572186	SUCCESS
