v0	3450.4666666666667	768.3941147325082	500317.6666666667	111417.14663621369	0
v1	3591.6	725.7046965995662	520782.0	105227.18100693703	0
v2	3625.6666666666665	874.4439884228665	525721.6666666666	126794.37832131587	0
v3	3469.9333333333334	845.1902323671806	503140.3333333333	122552.58369324119	0
v4	3650.0	490.0614927401127	529250.0	71058.91644731635	0
v5	3533.2	730.3892295664468	512314.0	105906.43828713463	0
v6	3557.5333333333333	684.2644095831834	515842.3333333333	99218.33938956159	0
v7	3659.733333333333	579.0310834105172	530661.3333333334	83959.50709452468	0
v8	3693.8	626.440388225407	535601.0	90833.85629268417	0
v9	3508.866666666667	692.5217076421171	508785.6666666667	100415.64760810709	0
v10	3499.133333333333	861.6749090514877	507374.3333333333	124942.86181246577	0
v11	3674.3333333333335	787.2124801404559	532778.3333333334	114145.80962036607	0
v12	3752.2	894.5801771408392	544069.0	129714.12568542144	0
v13	3932.266666666667	956.5940599625081	570178.6666666666	138706.1386945639	0
v14	3713.266666666667	802.0556062740006	538423.6666666666	116298.06290973038	0
v15	3922.5333333333333	868.4511781838336	568767.3333333334	125925.42083665576	0
v16	3547.8	713.4108400260438	514431.0	103444.57180377658	0
v17	3601.3333333333335	693.3932666403836	522193.3333333333	100542.02366285567	0
v18	3601.3333333333335	533.5607015347202	522193.3333333333	77366.3017225344	0
v19	3688.9333333333334	873.5090510247858	534895.3333333334	126658.81239859376	0
v20	3654.866666666667	876.3919493519364	529955.6666666666	127076.83265603104	0
v21	3747.3333333333335	786.5352432592508	543363.3333333334	114047.61027259122	0
v22	3504.0	797.0048933350414	508080.0	115565.70953358094	0
v23	3581.866666666667	688.6634269042853	519370.6666666667	99856.19690112132	0
v24	3469.9333333333334	854.3876533648067	503140.3333333333	123886.2097378971	0
v25	3776.5333333333333	667.7095043671475	547597.3333333334	96817.87813323615	0
v26	3640.266666666667	710.1999217747684	527838.6666666666	102978.98865734173	0
v27	3684.0666666666666	736.4763826642524	534189.6666666666	106789.0754863169	0
v28	3615.9333333333334	743.1991179279541	524310.3333333334	107763.87209955318	0
v29	3542.9333333333334	807.5734407607908	513725.3333333333	117098.1489103148	0
v30	3854.4	925.3835817288589	558888.0	134180.6193506846	0
v31	3567.266666666667	619.0621903779568	517253.6666666667	89764.01760480388	0
v32	3849.5333333333333	983.3677756679964	558182.3333333334	142588.32747185946	0
v33	3596.4666666666667	603.7217202946697	521487.6666666667	87539.64944272705	0
v34	3713.266666666667	825.6282429493043	538423.6666666666	119716.09522764933	0
v35	3504.0	550.170155497369	508080.0	79774.67254711861	0
v36	3630.5333333333333	604.0158791143018	526427.3333333334	87582.30247157373	0
v37	3596.4666666666667	1053.1471164509205	521487.6666666667	152706.33188538338	0
v38	3601.3333333333335	742.8644260937227	522193.3333333333	107715.34178358968	0
v39	3533.2	633.4897210426294	512314.0	91856.009551181	0
v40	3523.4666666666667	854.4292337903437	510902.6666666667	123892.23889959994	0
v41	3557.5333333333333	638.0532231370337	515842.3333333333	92517.71735486978	0
v42	3615.9333333333334	602.7794474119219	524310.3333333334	87403.0198747284	0
v43	3596.4666666666667	905.1084183062753	521487.6666666667	131240.7206544099	0
v44	3440.733333333333	594.470853411298	498906.3333333333	86198.27374463814	0
v45	3761.9333333333334	902.9076709288836	545480.3333333334	130921.61228468824	0
v46	3752.2	916.5498131580206	544069.0	132899.7229079128	0
v47	3567.266666666667	888.62987920856	517253.6666666667	128851.33248524118	0
v48	3538.0666666666666	929.2784990996458	513019.6666666667	134745.38236944852	0
v49	3693.8	632.086143918163	535601.0	91652.4908681336	0
v50	3669.4666666666667	644.9756446736741	532072.6666666666	93521.46847768319	0
random	3654.866666666667	908.2430927651226	529955.6666666666	131695.248450943	0
