0 0 0.5397999999999996
0 3 3.7638586855778735
0 4 -3.7638586855778735
1 1 3.2522500000000001
1 2 -1.0019000000000002
1 3 1.1027499999999999
1 4 1.1027499999999999
2 1 -1.0019000000000002
2 2 3.2522500000000001
2 3 1.1027499999999999
2 4 1.1027499999999999
3 0 3.7638586855778735
3 1 1.1027499999999999
3 2 1.1027499999999999
3 3 4.8900999999999994
3 4 1.0430999999999997
4 0 -3.7638586855778735
4 1 1.1027499999999999
4 2 1.1027499999999999
4 3 1.0430999999999997
4 4 4.8900999999999994
