v0	690	5	FAIL
v1	3136	9	SUCCESS
v2	690	5	FAIL
v3	3136	9	SUCCESS
v4	690	5	FAIL
v5	3136	9	SUCCESS
v6	151	4	FAIL
v7	3136	9	SUCCESS
v8	151	4	FAIL
v9	690	5	FAIL
random	3216	9	SUCCESS
